"","score"
"505",0.889273033213934
"506",0.87150667273699
"507",0.85136612438438
"508",0.828689216319962
"509",0.803351658868913
"510",0.775282798181347
"511",0.744481802566486
"512",0.711032605197659
"513",0.904851090228504
"514",0.889273033213934
"515",0.87150667273699
"516",0.85136612438438
"517",0.828689216319962
"518",0.803351658868913
"519",0.775282798181347
"520",0.744481802566486
"521",0.711032605197659
"522",0.896376120494221
"523",0.879595151911702
"524",0.860519514989062
"525",0.838974995318782
"526",0.896376120494221
"527",0.879595151911702
"528",0.860519514989062
"529",0.838974995318782
"530",0.814818790357257
"531",0.758349186182747
"532",0.726047325346974
"533",0.69118592865366
"534",0.904851090228504
"535",0.889273033213934
"536",0.87150667273699
"537",0.85136612438438
"538",0.828689216319962
"539",0.803351658868913
"540",0.775282798181347
"541",0.744481802566486
"542",0.711032605197659
"543",0.896376120494221
"544",0.879595151911702
"545",0.860519514989062
"546",0.838974995318782
"547",0.814818790357257
"548",0.787954677431799
"549",0.758349186182747
"550",0.726047325346974
"551",0.69118592865366
"552",0.896376120494221
"553",0.879595151911702
"554",0.860519514989062
"555",0.838974995318782
"556",0.814818790357257
"557",0.787954677431799
"558",0.758349186182747
"559",0.726047325346974
"560",0.69118592865366
"561",0.904851090228504
"562",0.889273033213934
"563",0.87150667273699
"564",0.85136612438438
"565",0.828689216319962
"566",0.803351658868913
"567",0.775282798181347
"568",0.744481802566486
"569",0.711032605197659
"570",0.896376120494221
"571",0.879595151911702
"572",0.860519514989062
"573",0.838974995318782
"574",0.814818790357257
"575",0.787954677431799
"576",0.758349186182747
"577",0.726047325346974
"578",0.69118592865366
"579",0.904851090228504
"580",0.889273033213934
"581",0.87150667273699
"582",0.85136612438438
"583",0.828689216319962
"584",0.803351658868913
"585",0.775282798181347
"586",0.744481802566486
"587",0.711032605197659
"588",0.896376120494221
"589",0.879595151911702
"590",0.860519514989062
"591",0.838974995318782
"592",0.814818790357257
"593",0.787954677431799
"594",0.758349186182747
"595",0.726047325346974
"596",0.69118592865366
"597",0.896376120494221
"598",0.879595151911702
"599",0.860519514989062
"600",0.838974995318782
"601",0.814818790357257
"602",0.787954677431799
"603",0.758349186182747
"604",0.726047325346974
"605",0.69118592865366
"606",0.904851090228504
"607",0.889273033213934
"608",0.87150667273699
"609",0.85136612438438
"610",0.828689216319962
"611",0.803351658868913
"612",0.775282798181347
"613",0.744481802566486
"614",0.711032605197659
"615",0.896376120494221
"616",0.879595151911702
"617",0.860519514989062
"618",0.838974995318782
"619",0.814818790357257
"620",0.787954677431799
"621",0.758349186182747
"622",0.726047325346974
"623",0.69118592865366
"624",0.904851090228504
"625",0.889273033213934
"626",0.87150667273699
"627",0.85136612438438
"628",0.828689216319962
"629",0.803351658868913
"630",0.775282798181347
"631",0.744481802566486
"632",0.711032605197659
"633",0.896376120494221
"634",0.879595151911702
"635",0.860519514989062
"636",0.838974995318782
"637",0.814818790357257
"638",0.787954677431799
"639",0.758349186182747
"640",0.726047325346974
"641",0.69118592865366
"642",0.904851090228504
"643",0.889273033213934
"644",0.87150667273699
"645",0.803351658868913
"646",0.775282798181347
"647",0.744481802566486
"648",0.711032605197659
"649",0.896376120494221
"650",0.879595151911702
"651",0.860519514989062
"652",0.838974995318782
"653",0.814818790357257
"654",0.787954677431799
"655",0.758349186182747
"656",0.726047325346974
"657",0.69118592865366
"658",0.904851090228504
"659",0.889273033213934
"660",0.87150667273699
"661",0.85136612438438
"662",0.828689216319962
"663",0.803351658868913
"664",0.775282798181347
"665",0.744481802566486
"666",0.711032605197659
"667",0.896376120494221
"668",0.879595151911702
"669",0.860519514989062
"670",0.838974995318782
"671",0.814818790357257
"672",0.787954677431799
"673",0.758349186182747
"674",0.726047325346974
"675",0.69118592865366
"676",0.896376120494221
"677",0.879595151911702
"678",0.860519514989062
"679",0.838974995318782
"680",0.814818790357257
"681",0.787954677431799
"682",0.758349186182747
"683",0.726047325346974
"684",0.69118592865366
"685",0.904851090228504
"686",0.889273033213934
"687",0.87150667273699
"688",0.85136612438438
"689",0.828689216319962
"690",0.803351658868913
"691",0.775282798181347
"692",0.744481802566486
"693",0.711032605197659
"694",0.904851090228504
"695",0.889273033213934
"696",0.87150667273699
"697",0.85136612438438
"698",0.828689216319962
"699",0.803351658868913
"700",0.775282798181347
"701",0.744481802566486
"702",0.711032605197659
"703",0.896376120494221
"704",0.879595151911702
"705",0.896376120494221
"706",0.879595151911702
"707",0.860519514989062
"708",0.838974995318782
"709",0.814818790357257
"710",0.787954677431799
"711",0.758349186182747
"712",0.726047325346974
"713",0.69118592865366
"714",0.896376120494221
"715",0.879595151911702
"716",0.860519514989062
"717",0.838974995318782
"718",0.814818790357257
"719",0.787954677431799
"720",0.758349186182747
"721",0.726047325346974
"722",0.69118592865366
"723",0.896376120494221
"724",0.879595151911702
"725",0.860519514989062
"726",0.838974995318782
"727",0.814818790357257
"728",0.787954677431799
"729",0.758349186182747
"730",0.726047325346974
"731",0.69118592865366
"732",0.896376120494221
"733",0.879595151911702
"734",0.860519514989062
"735",0.838974995318782
"736",0.814818790357257
"737",0.787954677431799
"738",0.758349186182747
"739",0.726047325346974
"740",0.69118592865366
"741",0.896376120494221
"742",0.879595151911702
"743",0.860519514989062
"744",0.838974995318782
"745",0.814818790357257
"746",0.787954677431799
"747",0.758349186182747
"748",0.726047325346974
"749",0.69118592865366
"750",0.896376120494221
"751",0.879595151911702
"752",0.904851090228504
"753",0.889273033213934
"754",0.87150667273699
"755",0.85136612438438
"756",0.828689216319962
"757",0.803351658868913
"758",0.775282798181347
"759",0.744481802566486
"760",0.711032605197659
"761",0.896376120494221
"762",0.879595151911702
"763",0.860519514989062
"764",0.838974995318782
"765",0.814818790357257
"766",0.787954677431799
"767",0.758349186182747
"768",0.726047325346974
"769",0.69118592865366
"770",0.896376120494221
"771",0.879595151911702
"772",0.860519514989062
"773",0.838974995318782
"774",0.787954677431799
"775",0.758349186182747
"776",0.726047325346974
"777",0.69118592865366
"778",0.896376120494221
"779",0.879595151911702
"780",0.860519514989062
"781",0.838974995318782
"782",0.814818790357257
"783",0.787954677431799
"784",0.758349186182747
"785",0.726047325346974
"786",0.69118592865366
"787",0.896376120494221
"788",0.879595151911702
"789",0.896376120494221
"790",0.879595151911702
"791",0.860519514989062
"792",0.838974995318782
"793",0.814818790357257
"794",0.787954677431799
"795",0.758349186182747
"796",0.726047325346974
"797",0.69118592865366
"798",0.904851090228504
"799",0.889273033213934
"800",0.87150667273699
"801",0.85136612438438
"802",0.828689216319962
"803",0.803351658868913
"804",0.775282798181347
"805",0.744481802566486
"806",0.711032605197659
"807",0.904851090228504
"808",0.889273033213934
"809",0.87150667273699
"810",0.85136612438438
"811",0.828689216319962
"812",0.803351658868913
"813",0.775282798181347
"814",0.744481802566486
"815",0.711032605197659
"816",0.904851090228504
"817",0.889273033213934
"818",0.87150667273699
"819",0.85136612438438
"820",0.828689216319962
"821",0.803351658868913
"822",0.775282798181347
"823",0.744481802566486
"824",0.711032605197659
"825",0.896376120494221
"826",0.879595151911702
"827",0.860519514989062
"828",0.838974995318782
"829",0.814818790357257
"830",0.787954677431799
"831",0.758349186182747
"832",0.726047325346974
"833",0.69118592865366
"834",0.904851090228504
"835",0.889273033213934
"836",0.87150667273699
"837",0.85136612438438
"838",0.828689216319962
"839",0.803351658868913
"840",0.775282798181347
"841",0.744481802566486
"842",0.711032605197659
"843",0.896376120494221
"844",0.879595151911702
"845",0.860519514989062
"846",0.838974995318782
"847",0.814818790357257
"848",0.787954677431799
"849",0.758349186182747
"850",0.726047325346974
"851",0.69118592865366
"852",0.896376120494221
"853",0.879595151911702
"854",0.860519514989062
"855",0.838974995318782
"856",0.814818790357257
"857",0.787954677431799
"858",0.758349186182747
"859",0.726047325346974
"860",0.69118592865366
"861",0.904851090228504
"862",0.889273033213934
"863",0.87150667273699
"864",0.85136612438438
"865",0.828689216319962
"866",0.803351658868913
"867",0.775282798181347
"868",0.744481802566486
"869",0.711032605197659
"870",0.904851090228504
"871",0.889273033213934
"872",0.87150667273699
"873",0.85136612438438
"874",0.828689216319962
"875",0.803351658868913
"876",0.775282798181347
"877",0.744481802566486
"878",0.711032605197659
"879",0.896376120494221
"880",0.879595151911702
"881",0.860519514989062
"882",0.838974995318782
"883",0.814818790357257
"884",0.787954677431799
"885",0.758349186182747
"886",0.726047325346974
"887",0.69118592865366
"888",0.896376120494221
"889",0.879595151911702
"890",0.860519514989062
"891",0.838974995318782
"892",0.814818790357257
"893",0.787954677431799
"894",0.758349186182747
"895",0.726047325346974
"896",0.69118592865366
"897",0.904851090228504
"898",0.889273033213934
"899",0.87150667273699
"900",0.85136612438438
"901",0.828689216319962
"902",0.803351658868913
"903",0.775282798181347
"904",0.744481802566486
"905",0.711032605197659
"906",0.904851090228504
"907",0.889273033213934
"908",0.87150667273699
"909",0.85136612438438
"910",0.828689216319962
"911",0.803351658868913
"912",0.775282798181347
"913",0.744481802566486
"914",0.711032605197659
"915",0.904851090228504
"916",0.889273033213934
"917",0.87150667273699
"918",0.85136612438438
"919",0.828689216319962
"920",0.803351658868913
"921",0.775282798181347
"922",0.744481802566486
"923",0.711032605197659
"924",0.896376120494221
"925",0.879595151911702
"926",0.860519514989062
"927",0.838974995318782
"928",0.814818790357257
"929",0.787954677431799
"930",0.758349186182747
"931",0.726047325346974
"932",0.69118592865366
"933",0.904851090228504
"934",0.889273033213934
"935",0.87150667273699
"936",0.85136612438438
"937",0.828689216319962
"938",0.803351658868913
"939",0.775282798181347
"940",0.744481802566486
"941",0.711032605197659
"942",0.896376120494221
"943",0.879595151911702
"944",0.860519514989062
"945",0.838974995318782
"946",0.814818790357257
"947",0.787954677431799
"948",0.758349186182747
"949",0.726047325346974
"950",0.69118592865366
"951",0.904851090228504
"952",0.889273033213934
"953",0.87150667273699
"954",0.85136612438438
"955",0.828689216319962
"956",0.803351658868913
"957",0.775282798181347
"958",0.744481802566486
"959",0.711032605197659
"960",0.896376120494221
"961",0.879595151911702
"962",0.838974995318782
"963",0.814818790357257
"964",0.787954677431799
"965",0.758349186182747
"966",0.726047325346974
"967",0.69118592865366
"968",0.896376120494221
"969",0.879595151911702
"970",0.904851090228504
"971",0.889273033213934
"972",0.87150667273699
"973",0.85136612438438
"974",0.828689216319962
"975",0.803351658868913
"976",0.775282798181347
"977",0.744481802566486
"978",0.711032605197659
"979",0.904851090228504
"980",0.889273033213934
"981",0.87150667273699
"982",0.85136612438438
"983",0.828689216319962
"984",0.803351658868913
"985",0.775282798181347
"986",0.744481802566486
"987",0.711032605197659
"988",0.896376120494221
"989",0.879595151911702
"990",0.860519514989062
"991",0.838974995318782
"992",0.814818790357257
"993",0.787954677431799
"994",0.758349186182747
"995",0.726047325346974
"996",0.69118592865366
"997",0.896376120494221
"998",0.879595151911702
"999",0.860519514989062
"1000",0.838974995318782
"1001",0.814818790357257
"1002",0.787954677431799
"1003",0.758349186182747
"1004",0.726047325346974
"1005",0.69118592865366
"1006",0.904851090228504
"1007",0.889273033213934
"1008",0.87150667273699
"1009",0.896376120494221
"1010",0.879595151911702
"1011",0.860519514989062
"1012",0.838974995318782
"1013",0.814818790357257
"1014",0.787954677431799
"1015",0.758349186182747
"1016",0.726047325346974
"1017",0.69118592865366
"1018",0.896376120494221
"1019",0.879595151911702
"1020",0.860519514989062
"1021",0.838974995318782
"1022",0.814818790357257
"1023",0.787954677431799
"1024",0.758349186182747
"1025",0.726047325346974
"1026",0.69118592865366
"1027",0.904851090228504
"1028",0.889273033213934
"1029",0.87150667273699
"1030",0.85136612438438
"1031",0.828689216319962
"1032",0.803351658868913
"1033",0.775282798181347
"1034",0.744481802566486
"1035",0.711032605197659
"1036",0.896376120494221
"1037",0.879595151911702
"1038",0.860519514989062
"1039",0.838974995318782
"1040",0.814818790357257
"1041",0.787954677431799
"1042",0.758349186182747
"1043",0.726047325346974
"1044",0.69118592865366
"1045",0.896376120494221
"1046",0.879595151911702
"1047",0.860519514989062
"1048",0.838974995318782
"1049",0.814818790357257
"1050",0.787954677431799
"1051",0.758349186182747
"1052",0.726047325346974
"1053",0.69118592865366
"1054",0.896376120494221
"1055",0.879595151911702
"1056",0.860519514989062
"1057",0.838974995318782
"1058",0.814818790357257
"1059",0.787954677431799
"1060",0.758349186182747
"1061",0.726047325346974
"1062",0.69118592865366
"1063",0.896376120494221
"1064",0.879595151911702
"1065",0.860519514989062
"1066",0.838974995318782
"1067",0.814818790357257
"1068",0.787954677431799
"1069",0.758349186182747
"1070",0.726047325346974
"1071",0.69118592865366
"1072",0.896376120494221
"1073",0.879595151911702
"1074",0.860519514989062
"1075",0.838974995318782
"1076",0.814818790357257
"1077",0.787954677431799
"1078",0.758349186182747
"1079",0.726047325346974
"1080",0.69118592865366
"1081",0.904851090228504
"1082",0.889273033213934
"1083",0.87150667273699
"1084",0.85136612438438
"1085",0.828689216319962
"1086",0.803351658868913
"1087",0.775282798181347
"1088",0.744481802566486
"1089",0.711032605197659
"1090",0.904851090228504
"1091",0.889273033213934
"1092",0.87150667273699
"1093",0.85136612438438
"1094",0.828689216319962
"1095",0.803351658868913
"1096",0.775282798181347
"1097",0.744481802566486
"1098",0.711032605197659
"1099",0.896376120494221
"1100",0.879595151911702
"1101",0.860519514989062
"1102",0.838974995318782
"1103",0.814818790357257
"1104",0.904851090228504
"1105",0.889273033213934
"1106",0.87150667273699
"1107",0.85136612438438
"1108",0.828689216319962
"1109",0.803351658868913
"1110",0.775282798181347
"1111",0.711032605197659
"1112",0.896376120494221
"1113",0.879595151911702
"1114",0.860519514989062
"1115",0.838974995318782
"1116",0.814818790357257
"1117",0.787954677431799
"1118",0.758349186182747
"1119",0.726047325346974
"1120",0.69118592865366
"1121",0.896376120494221
"1122",0.879595151911702
"1123",0.860519514989062
"1124",0.838974995318782
"1125",0.814818790357257
"1126",0.787954677431799
"1127",0.758349186182747
"1128",0.726047325346974
"1129",0.69118592865366
"1130",0.896376120494221
"1131",0.879595151911702
"1132",0.860519514989062
"1133",0.838974995318782
"1134",0.814818790357257
"1135",0.787954677431799
"1136",0.758349186182747
"1137",0.726047325346974
"1138",0.69118592865366
"1139",0.896376120494221
"1140",0.879595151911702
"1141",0.860519514989062
"1142",0.838974995318782
"1143",0.814818790357257
"1144",0.787954677431799
"1145",0.758349186182747
"1146",0.726047325346974
"1147",0.69118592865366
"1148",0.896376120494221
"1149",0.896376120494221
"1150",0.879595151911702
"1151",0.860519514989062
"1152",0.838974995318782
"1153",0.814818790357257
"1154",0.787954677431799
"1155",0.758349186182747
"1156",0.726047325346974
"1157",0.69118592865366
"1158",0.896376120494221
"1159",0.879595151911702
"1160",0.860519514989062
"1161",0.838974995318782
"1162",0.814818790357257
"1163",0.787954677431799
"1164",0.758349186182747
"1165",0.726047325346974
"1166",0.69118592865366
"1167",0.904851090228504
"1168",0.889273033213934
"1169",0.87150667273699
"1170",0.85136612438438
"1171",0.828689216319962
"1172",0.803351658868913
"1173",0.775282798181347
"1174",0.744481802566486
"1175",0.711032605197659
"1176",0.904851090228504
"1177",0.889273033213934
"1178",0.87150667273699
"1179",0.85136612438438
"1180",0.828689216319962
"1181",0.803351658868913
"1182",0.775282798181347
"1183",0.711032605197659
